Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
RL,Land Use,142,Asia,5110,Area,6601,Land area,2002,2002,1000 ha,3109493.217,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2003,2003,1000 ha,3110154.076,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2004,2004,1000 ha,3109950.452,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2005,2005,1000 ha,3110223.489,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2006,2006,1000 ha,3110539.109,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2007,2007,1000 ha,3110539.109,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2008,2008,1000 ha,3110548.709,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2009,2009,1000 ha,3110298.063,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2010,2010,1000 ha,3110341.512,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2011,2011,1000 ha,3110331.085,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2012,2012,1000 ha,3110345.985,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2013,2013,1000 ha,3110285.668,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2014,2014,1000 ha,3110193.722,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2015,2015,1000 ha,3110597.18,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2016,2016,1000 ha,3110574.49,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2017,2017,1000 ha,3109948.52,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2018,2018,1000 ha,3109943.09,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2019,2019,1000 ha,3109950.037,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2020,2020,1000 ha,3109980.87,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2021,2021,1000 ha,3111486.247,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6601,Land area,2022,2022,1000 ha,3111641.097,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1961,1961,1000 ha,1068183.367,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1962,1962,1000 ha,1073573.759,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1963,1963,1000 ha,1078339.47,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1964,1964,1000 ha,1083070.298,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1965,1965,1000 ha,1088694.128,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1966,1966,1000 ha,1093066.63,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1967,1967,1000 ha,1097750.38,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1968,1968,1000 ha,1102534.768,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1969,1969,1000 ha,1106696.077,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1970,1970,1000 ha,1112289.172,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1971,1971,1000 ha,1116470.33,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1972,1972,1000 ha,1125194.417,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1973,1973,1000 ha,1134659.075,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1974,1974,1000 ha,1141840.317,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1975,1975,1000 ha,1147040.977,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1976,1976,1000 ha,1138225.057,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1977,1977,1000 ha,1145714.973,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1978,1978,1000 ha,1153468.708,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1979,1979,1000 ha,1159723.678,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1980,1980,1000 ha,1163687.317,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1981,1981,1000 ha,1169852.35,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1982,1982,1000 ha,1182046.677,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1983,1983,1000 ha,1190958.277,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1984,1984,1000 ha,1210701.02,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1985,1985,1000 ha,1231751.25,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1986,1986,1000 ha,1244834.2,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1987,1987,1000 ha,1261967.5,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1988,1988,1000 ha,1273649.6,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1989,1989,1000 ha,1286999.3,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1990,1990,1000 ha,1298190.265,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1991,1991,1000 ha,1303717.003,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1992,1992,1000 ha,1611701.367,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1993,1993,1000 ha,1620286.117,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1994,1994,1000 ha,1631096.595,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1995,1995,1000 ha,1634072.004,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1996,1996,1000 ha,1640030.292,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1997,1997,1000 ha,1658030.051,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1998,1998,1000 ha,1667760.639,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,1999,1999,1000 ha,1676487.523,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2000,2000,1000 ha,1677616.452,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2001,2001,1000 ha,1679934.98,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2002,2002,1000 ha,1680693.91,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2003,2003,1000 ha,1665134.459,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2004,2004,1000 ha,1665755.025,B,Time series break,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2005,2005,1000 ha,1649342.574,B,Time series break,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2006,2006,1000 ha,1651459.765,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2007,2007,1000 ha,1651756.839,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2008,2008,1000 ha,1649083.789,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2009,2009,1000 ha,1649655.943,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2010,2010,1000 ha,1654442.317,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2011,2011,1000 ha,1654476.134,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2012,2012,1000 ha,1654110.564,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2013,2013,1000 ha,1654395.899,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2014,2014,1000 ha,1654412.662,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2015,2015,1000 ha,1655223.267,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2016,2016,1000 ha,1655163.162,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2017,2017,1000 ha,1657198.404,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2018,2018,1000 ha,1656980.472,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2019,2019,1000 ha,1659711.806,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2020,2020,1000 ha,1659996.741,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2021,2021,1000 ha,1659938.388,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6610,Agricultural land,2022,2022,1000 ha,1659815.055,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1990,1990,1000 ha,569978.1969,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1991,1991,1000 ha,570129.6984,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1992,1992,1000 ha,585796.3953,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1993,1993,1000 ha,585998.0907,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1994,1994,1000 ha,586199.786,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1995,1995,1000 ha,586401.4814,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1996,1996,1000 ha,586603.1768,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1997,1997,1000 ha,586804.8722,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1998,1998,1000 ha,587006.5676,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,1999,1999,1000 ha,587208.263,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2000,2000,1000 ha,587409.9584,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2001,2001,1000 ha,589764.9532,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2002,2002,1000 ha,592119.948,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2003,2003,1000 ha,594474.9428,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2004,2004,1000 ha,596829.9376,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2005,2005,1000 ha,599184.9324,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2006,2006,1000 ha,601539.9273,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2007,2007,1000 ha,603894.9221,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2008,2008,1000 ha,606249.9169,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2009,2009,1000 ha,608604.9117,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2010,2010,1000 ha,610959.9065,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2011,2011,1000 ha,611989.2321,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2012,2012,1000 ha,613018.5577,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2013,2013,1000 ha,614047.8833,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2014,2014,1000 ha,615077.209,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2015,2015,1000 ha,616106.5346,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2016,2016,1000 ha,618419.5977,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2017,2017,1000 ha,618894.215,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2018,2018,1000 ha,620160.1262,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2019,2019,1000 ha,621427.43,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2020,2020,1000 ha,622686.81,A,Official figure,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2021,2021,1000 ha,623951.4726,E,Estimated value,
RL,Land Use,142,Asia,5110,Area,6646,Forest land,2022,2022,1000 ha,625212.6134,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1961,1961,1000 ha,2669940.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1962,1962,1000 ha,2669938.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1963,1963,1000 ha,2669939.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1964,1964,1000 ha,2669939.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1965,1965,1000 ha,2669938.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1966,1966,1000 ha,2669937.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1967,1967,1000 ha,2669936.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1968,1968,1000 ha,2669935.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1969,1969,1000 ha,2669935.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1970,1970,1000 ha,2669934.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1971,1971,1000 ha,2669933.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1972,1972,1000 ha,2669932.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1973,1973,1000 ha,2669930.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1974,1974,1000 ha,2669926.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1975,1975,1000 ha,2669912.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1976,1976,1000 ha,2669902.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1977,1977,1000 ha,2669899.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1978,1978,1000 ha,2669897.417,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1979,1979,1000 ha,2669892.488,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1980,1980,1000 ha,2669882.488,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1981,1981,1000 ha,2669879.488,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1982,1982,1000 ha,2669880.488,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1983,1983,1000 ha,2669872.488,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1984,1984,1000 ha,2669869.496,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1985,1985,1000 ha,2669867.504,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1986,1986,1000 ha,2669866.512,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1987,1987,1000 ha,2669865.52,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1988,1988,1000 ha,2669863.528,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1989,1989,1000 ha,2669764.536,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1990,1990,1000 ha,2669763.544,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1991,1991,1000 ha,2669774.552,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1992,1992,1000 ha,2214679.06,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1993,1993,1000 ha,2214305.468,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1994,1994,1000 ha,2213822.076,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1995,1995,1000 ha,2213522.084,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1996,1996,1000 ha,2213487.562,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1997,1997,1000 ha,2213546.54,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1998,1998,1000 ha,2213803.819,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,1999,1999,1000 ha,2214521.297,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2000,2000,1000 ha,2213919.321,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2001,2001,1000 ha,2213775.799,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2002,2002,1000 ha,2213704.177,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2003,2003,1000 ha,2213754.954,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2004,2004,1000 ha,2213753.732,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2005,2005,1000 ha,2213747.41,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2006,2006,1000 ha,2213212.387,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2007,2007,1000 ha,2213183.965,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2008,2008,1000 ha,2213040.125,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2009,2009,1000 ha,2213131.625,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2010,2010,1000 ha,2213257.105,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2011,2011,1000 ha,2213248.425,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2012,2012,1000 ha,2213263.236,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2013,2013,1000 ha,2213393.022,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2014,2014,1000 ha,2213469.706,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2015,2015,1000 ha,2213416.07,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2016,2016,1000 ha,2213451.753,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2017,2017,1000 ha,2213379.325,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2018,2018,1000 ha,2213463.898,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2019,2019,1000 ha,2213449.199,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2020,2020,1000 ha,2213030.533,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2021,2021,1000 ha,2213048.239,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6601,Land area,2022,2022,1000 ha,2213034.473,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1961,1961,1000 ha,780818.332,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1962,1962,1000 ha,781979.532,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1963,1963,1000 ha,780440.032,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1964,1964,1000 ha,779342.232,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1965,1965,1000 ha,781205.932,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1966,1966,1000 ha,779829.432,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1967,1967,1000 ha,781092.832,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1968,1968,1000 ha,780740.832,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1969,1969,1000 ha,782823.232,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1970,1970,1000 ha,780068.532,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1971,1971,1000 ha,777768.432,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1972,1972,1000 ha,778742.132,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1973,1973,1000 ha,780227.732,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1974,1974,1000 ha,781068.232,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1975,1975,1000 ha,777708.232,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1976,1976,1000 ha,779102.932,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1977,1977,1000 ha,780187.632,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1978,1978,1000 ha,779522.132,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1979,1979,1000 ha,778426.2607,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1980,1980,1000 ha,778420.6886,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1981,1981,1000 ha,778106.7202,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1982,1982,1000 ha,780385.6714,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1983,1983,1000 ha,780018.637,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1984,1984,1000 ha,779848.7882,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1985,1985,1000 ha,780300.8844,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1986,1986,1000 ha,780405.9337,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1987,1987,1000 ha,777897.7278,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1988,1988,1000 ha,777905.3361,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1989,1989,1000 ha,777453.4586,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1990,1990,1000 ha,775967.7623,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1991,1991,1000 ha,772813.846,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1992,1992,1000 ha,497914.4108,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1993,1993,1000 ha,493978.3896,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1994,1994,1000 ha,492347.8823,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1995,1995,1000 ha,489412.381,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1996,1996,1000 ha,488808.3115,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1997,1997,1000 ha,490006.4611,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1998,1998,1000 ha,488415.3174,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,1999,1999,1000 ha,486630.3011,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2000,2000,1000 ha,484630.4495,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2001,2001,1000 ha,481966.2076,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2002,2002,1000 ha,479355.6646,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2003,2003,1000 ha,477065.5079,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2004,2004,1000 ha,475645.5149,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2005,2005,1000 ha,474971.3721,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2006,2006,1000 ha,472408.3577,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2007,2007,1000 ha,469875.7376,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2008,2008,1000 ha,470849.9263,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2009,2009,1000 ha,469300.4083,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2010,2010,1000 ha,467738.4156,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2011,2011,1000 ha,466697.1256,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2012,2012,1000 ha,465800.9405,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2013,2013,1000 ha,465340.2491,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2014,2014,1000 ha,463421.1668,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2015,2015,1000 ha,463047.4125,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2016,2016,1000 ha,462311.7011,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2017,2017,1000 ha,462257.27,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2018,2018,1000 ha,461389.6541,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2019,2019,1000 ha,462713.9058,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2020,2020,1000 ha,460405.7079,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2021,2021,1000 ha,460001.6728,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6610,Agricultural land,2022,2022,1000 ha,459452.6641,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1990,1990,1000 ha,1009733.969,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1991,1991,1000 ha,1010579.07,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1992,1992,1000 ha,995908.9767,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1993,1993,1000 ha,996703.8846,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1994,1994,1000 ha,997498.7924,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1995,1995,1000 ha,998293.7003,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1996,1996,1000 ha,999088.6082,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1997,1997,1000 ha,999883.516,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1998,1998,1000 ha,1000678.424,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,1999,1999,1000 ha,1001473.332,E,Estimated value,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2000,2000,1000 ha,1002268.24,A,Official figure,
RL,Land Use,150,Europe,5110,Area,6646,Forest land,2001,2001,1000 ha,1003439.654,E,Estimated value,
