Year,State,State ANSI,Data Item,Value
2018,VIRGINIA,51.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4760.0
2018,WASHINGTON,53.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2630.0
2018,WEST VIRGINIA,54.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3250.0
2018,WISCONSIN,55.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4740.0
2018,WYOMING,56.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1490.0
2017,ALABAMA,1.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3170.0
2017,ARIZONA,4.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7720.0
2017,ARKANSAS,5.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2730.0
2017,CALIFORNIA,6.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",11630.0
2017,COLORADO,8.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2070.0
2017,DELAWARE,10.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7960.0
2017,FLORIDA,12.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6940.0
2017,GEORGIA,13.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3430.0
2017,IDAHO,16.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3570.0
2017,ILLINOIS,17.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7210.0
2017,INDIANA,18.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6300.0
2017,IOWA,19.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7440.0
2017,KANSAS,20.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2010.0
2017,KENTUCKY,21.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4140.0
2017,LOUISIANA,22.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2700.0
2017,MARYLAND,24.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7050.0
2017,MICHIGAN,26.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4580.0
2017,MINNESOTA,27.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4920.0
2017,MISSISSIPPI,28.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2900.0
2017,MISSOURI,29.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3560.0
2017,MONTANA,30.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1010.0
2017,NEBRASKA,31.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4430.0
2017,NEW JERSEY,34.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",13600.0
2017,NEW MEXICO,35.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1560.0
2017,NEW YORK,36.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2740.0
2017,NORTH CAROLINA,37.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4090.0
2017,NORTH DAKOTA,38.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1890.0
2017,OHIO,39.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6150.0
2017,OKLAHOMA,40.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1590.0
2017,OREGON,41.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2920.0
2017,PENNSYLVANIA,42.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6470.0
2017,SOUTH CAROLINA,45.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2700.0
2017,SOUTH DAKOTA,46.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3200.0
2017,TENNESSEE,47.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3730.0
2017,TEXAS,48.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1850.0
2017,UTAH,49.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3690.0
2017,VIRGINIA,51.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4730.0
2017,WASHINGTON,53.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2660.0
2017,WEST VIRGINIA,54.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3250.0
2017,WISCONSIN,55.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4870.0
2017,WYOMING,56.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1460.0
2016,ALABAMA,1.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3080.0
2016,ARIZONA,4.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7800.0
2016,ARKANSAS,5.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2660.0
2016,CALIFORNIA,6.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",11160.0
2016,COLORADO,8.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2020.0
2016,DELAWARE,10.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",8090.0
2016,FLORIDA,12.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6860.0
2016,GEORGIA,13.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3420.0
2016,IDAHO,16.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3420.0
2016,ILLINOIS,17.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7350.0
2016,INDIANA,18.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6690.0
2016,IOWA,19.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7510.0
2016,KANSAS,20.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2080.0
2016,KENTUCKY,21.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3980.0
2016,LOUISIANA,22.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2590.0
2016,MARYLAND,24.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6910.0
2016,MICHIGAN,26.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4590.0
2016,MINNESOTA,27.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4840.0
2016,MISSISSIPPI,28.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2810.0
2016,MISSOURI,29.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3570.0
2016,MONTANA,30.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1010.0
2016,NEBRASKA,31.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4750.0
2016,NEW JERSEY,34.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",13500.0
2016,NEW MEXICO,35.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1500.0
2016,NEW YORK,36.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2690.0
2016,NORTH CAROLINA,37.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4060.0
2016,NORTH DAKOTA,38.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1910.0
2016,OHIO,39.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6070.0
2016,OKLAHOMA,40.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1530.0
2016,OREGON,41.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2780.0
2016,PENNSYLVANIA,42.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6450.0
2016,SOUTH CAROLINA,45.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2610.0
2016,SOUTH DAKOTA,46.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3430.0
2016,TENNESSEE,47.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3670.0
2016,TEXAS,48.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1770.0
2016,UTAH,49.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3530.0
2016,VIRGINIA,51.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4610.0
2016,WASHINGTON,53.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2590.0
2016,WEST VIRGINIA,54.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3220.0
2016,WISCONSIN,55.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4660.0
2016,WYOMING,56.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1450.0
2015,ALABAMA,1.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2940.0
2015,ARIZONA,4.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7970.0
2015,ARKANSAS,5.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2600.0
2015,CALIFORNIA,6.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",10850.0
2015,COLORADO,8.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1990.0
2015,DELAWARE,10.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7880.0
2015,FLORIDA,12.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6660.0
2015,GEORGIA,13.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3160.0
2015,IDAHO,16.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3280.0
2015,ILLINOIS,17.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7580.0
2015,INDIANA,18.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6780.0
2015,IOWA,19.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7860.0
2015,KANSAS,20.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2230.0
2015,KENTUCKY,21.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3860.0
2015,LOUISIANA,22.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2480.0
2015,MARYLAND,24.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6720.0
2015,MICHIGAN,26.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4620.0
2015,MINNESOTA,27.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4860.0
2015,MISSISSIPPI,28.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2700.0
2015,MISSOURI,29.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3680.0
2015,MONTANA,30.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",995.0
2015,NEBRASKA,31.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",5010.0
2015,NEVADA,32.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2550.0
2015,NEW JERSEY,34.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",13800.0
2015,NEW MEXICO,35.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1480.0
2015,NEW YORK,36.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2680.0
2015,NORTH CAROLINA,37.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4150.0
2015,NORTH DAKOTA,38.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2080.0
2015,OHIO,39.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6030.0
2015,OKLAHOMA,40.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1520.0
2015,OREGON,41.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2630.0
2015,PENNSYLVANIA,42.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6130.0
2015,SOUTH CAROLINA,45.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2560.0
2015,SOUTH DAKOTA,46.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3670.0
2015,TENNESSEE,47.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3510.0
2015,TEXAS,48.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1760.0
2015,UTAH,49.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3430.0
2015,VIRGINIA,51.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4560.0
2015,WASHINGTON,53.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2530.0
2015,WEST VIRGINIA,54.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3290.0
2015,WISCONSIN,55.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4550.0
2015,WYOMING,56.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1420.0
2014,ALABAMA,1.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2890.0
2014,ARIZONA,4.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",8140.0
2014,ARKANSAS,5.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2530.0
2014,CALIFORNIA,6.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",10230.0
2014,COLORADO,8.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1890.0
2014,DELAWARE,10.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7840.0
2014,FLORIDA,12.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6550.0
2014,GEORGIA,13.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3080.0
2014,IDAHO,16.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3080.0
2014,ILLINOIS,17.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7660.0
2014,INDIANA,18.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6940.0
2014,IOWA,19.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",8560.0
2014,KANSAS,20.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2270.0
2014,KENTUCKY,21.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3620.0
2014,LOUISIANA,22.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2370.0
2014,MARYLAND,24.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6590.0
2014,MICHIGAN,26.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4530.0
2014,MINNESOTA,27.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4900.0
2014,MISSISSIPPI,28.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2610.0
2014,MISSOURI,29.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3750.0
2014,MONTANA,30.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",986.0
2014,NEBRASKA,31.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",5140.0
2014,NEVADA,32.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2620.0
2014,NEW JERSEY,34.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",13200.0
2014,NEW MEXICO,35.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1470.0
2014,NEW YORK,36.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2570.0
2014,NORTH CAROLINA,37.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4230.0
2014,NORTH DAKOTA,38.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2020.0
2014,OHIO,39.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",5740.0
2014,OKLAHOMA,40.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1470.0
2014,OREGON,41.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2520.0
2014,PENNSYLVANIA,42.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",5950.0
2014,SOUTH CAROLINA,45.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2510.0
2014,SOUTH DAKOTA,46.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3400.0
2014,TENNESSEE,47.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3420.0
2014,TEXAS,48.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1640.0
2014,UTAH,49.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3320.0
2014,VIRGINIA,51.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4520.0
2014,WASHINGTON,53.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2510.0
2014,WEST VIRGINIA,54.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3240.0
2014,WISCONSIN,55.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4280.0
2014,WYOMING,56.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1400.0
2013,ALABAMA,1.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2750.0
2013,ARIZONA,4.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",8290.0
2013,ARKANSAS,5.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2380.0
2013,CALIFORNIA,6.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",9860.0
2013,COLORADO,8.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1770.0
2013,DELAWARE,10.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7870.0
2013,FLORIDA,12.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6450.0
2013,GEORGIA,13.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3080.0
2013,IDAHO,16.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2850.0
2013,ILLINOIS,17.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7190.0
2013,INDIANA,18.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6590.0
2013,IOWA,19.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",8000.0
2013,KANSAS,20.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1930.0
2013,KENTUCKY,21.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3430.0
2013,LOUISIANA,22.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2260.0
2013,MARYLAND,24.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6470.0
2013,MICHIGAN,26.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4120.0
2013,MINNESOTA,27.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4390.0
2013,MISSISSIPPI,28.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2470.0
2013,MISSOURI,29.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3500.0
2013,MONTANA,30.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",890.0
2013,NEBRASKA,31.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4860.0
2013,NEW JERSEY,34.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",12900.0
2013,NEW MEXICO,35.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1450.0
2013,NEW YORK,36.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2550.0
2013,NORTH CAROLINA,37.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4050.0
2013,NORTH DAKOTA,38.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1750.0
2013,OHIO,39.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",5190.0
2013,OKLAHOMA,40.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1390.0
2013,OREGON,41.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2400.0
2013,PENNSYLVANIA,42.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",5840.0
2013,SOUTH CAROLINA,45.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2440.0
2013,SOUTH DAKOTA,46.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2840.0
2013,TENNESSEE,47.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3340.0
2013,TEXAS,48.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1520.0
2013,UTAH,49.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3230.0
2013,VIRGINIA,51.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4450.0
2013,WASHINGTON,53.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2420.0
2013,WEST VIRGINIA,54.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3200.0
2013,WISCONSIN,55.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4010.0
2013,WYOMING,56.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1360.0
2012,ALABAMA,1.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2750.0
2012,ARIZONA,4.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7960.0
2012,ARKANSAS,5.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2180.0
2012,CALIFORNIA,6.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",9400.0
2012,COLORADO,8.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1450.0
2012,DELAWARE,10.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",7850.0
2012,FLORIDA,12.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6420.0
2012,GEORGIA,13.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3130.0
2012,IDAHO,16.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2580.0
2012,ILLINOIS,17.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6300.0
2012,INDIANA,18.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",5840.0
2012,IOWA,19.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6810.0
2012,KANSAS,20.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1650.0
2012,KENTUCKY,21.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3210.0
2012,LOUISIANA,22.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2120.0
2012,MARYLAND,24.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",6570.0
2012,MICHIGAN,26.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3660.0
2012,MINNESOTA,27.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3740.0
2012,MISSISSIPPI,28.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2180.0
2012,MISSOURI,29.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3120.0
2012,MONTANA,30.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",852.0
2012,NEBRASKA,31.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4190.0
2012,NEW JERSEY,34.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",12400.0
2012,NEW MEXICO,35.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1550.0
2012,NEW YORK,36.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2600.0
2012,NORTH CAROLINA,37.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",3850.0
2012,NORTH DAKOTA,38.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1260.0
2012,OHIO,39.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",4640.0
2012,OKLAHOMA,40.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",1280.0
2012,OREGON,41.0,"AG LAND, CROPLAND - ASSET VALUE, MEASURED IN $ / ACRE",2340.0
